embutidos;tipo;largura;altura;tamanho;nao_vazias;preenchidas;buracos;impossiveis;%possiveis;%interior;%borda
366;Boustrophedon ;55;61;3355;1616;1464;117;35;92.6;97.72;59.47
351;Boustrophedon ;62;47;2914;1557;1404;117;36;92.31;97.3;59.93
225;Boustrophedon ;56;47;2632;1008;900;88;20;91.09;97.36;58.96
320;Boustrophedon ;62;56;3472;1423;1280;117;26;91.62;97.76;61.31
228;Varredura ;43;54;2322;1012;912;80;20;91.94;98.07;63.83
428;Boustrophedon ;54;57;3078;1849;1712;107;30;94.12;98.15;61.15
335;Espiral Crescente ;62;47;2914;1436;1340;84;12;94.1;98.93;62.95
484;Boustrophedon ;63;52;3276;2080;1936;104;40;94.9;98.98;60.99
284;Varredura ;63;50;3150;1262;1136;91;35;92.58;97.83;64.41
273;Varredura ;51;42;2142;1199;1092;82;25;93.02;97.33;57.45
216;Varredura ;49;46;2254;960;864;81;15;91.43;96.34;64.95
238;Boustrophedon ;58;47;2726;1069;952;92;25;91.19;97.12;65.31
419;Espiral Crescente ;61;63;3843;1859;1676;139;44;92.34;98.27;55.52
428;Varredura ;60;63;3780;1830;1712;103;15;94.33;98.53;64.15
161;Varredura ;40;39;1560;713;644;61;8;91.35;96.64;66.22
312;Varredura ;52;63;3276;1383;1248;99;36;92.65;97.2;62.45
240;Varredura ;48;49;2352;1036;960;57;19;94.4;98.79;68.87
345;Boustrophedon ;55;53;2915;1534;1380;122;32;91.88;97.42;58.22
342;Boustrophedon ;53;51;2703;1476;1368;81;27;94.41;98.4;61.23
344;Varredura ;56;53;2968;1496;1376;81;39;94.44;98.22;62.74
336;Espiral Crescente ;49;55;2695;1473;1344;106;23;92.69;98.18;59.47
392;Boustrophedon ;53;58;3074;1677;1568;80;29;95.15;98.77;68.28
301;Varredura ;45;62;2790;1327;1204;91;32;92.97;98.38;61.87
267;Varredura ;55;52;2860;1190;1068;98;24;91.6;97.04;61.48
275;Boustrophedon ;58;41;2378;1211;1100;89;22;92.51;97.12;65.42
368;Boustrophedon ;56;50;2800;1601;1472;100;29;93.64;97.87;64.44
477;Varredura ;59;52;3068;2026;1908;91;27;95.45;99.14;62.27
326;Boustrophedon ;52;54;2808;1475;1304;127;44;91.13;98.28;51.45
464;Boustrophedon ;59;59;3481;2033;1856;140;37;92.99;97.84;61.79
204;Espiral Crescente ;37;44;1628;893;816;62;15;92.94;99.45;55.21
342;Boustrophedon ;48;54;2592;1477;1368;85;24;94.15;97.9;65.27
252;Boustrophedon ;50;50;2500;1115;1008;83;24;92.39;98.06;62.03
307;Espiral Crescente ;54;63;3402;1375;1228;113;34;91.57;98.06;57.29
241;Boustrophedon ;58;49;2842;1088;964;94;30;91.12;97.62;57.89
335;Espiral Crescente ;45;62;2790;1481;1340;111;30;92.35;98.99;56.27
323;Varredura ;52;59;3068;1419;1292;87;40;93.69;98.39;55.37
319;Varredura ;45;62;2790;1388;1276;89;23;93.48;97.83;63.29
397;Varredura ;61;63;3843;1783;1588;157;38;91.0;97.34;59.69
176;Boustrophedon ;35;46;1610;778;704;56;18;92.63;97.42;63.29
360;Boustrophedon ;57;54;3078;1583;1440;114;29;92.66;97.8;63.02
446;Varredura ;61;61;3721;1912;1784;102;26;94.59;98.41;62.5
377;Varredura ;55;54;2970;1647;1508;107;32;93.37;97.12;65.75
275;Boustrophedon ;44;53;2332;1216;1100;97;19;91.9;97.58;58.93
302;Boustrophedon ;61;49;2989;1357;1208;117;32;91.17;97.07;60.54
316;Boustrophedon ;51;48;2448;1384;1264;90;30;93.35;97.67;59.03
257;Boustrophedon ;43;54;2322;1139;1028;86;25;92.28;96.77;61.24
388;Boustrophedon ;58;57;3306;1690;1552;109;29;93.44;97.53;62.41
366;Boustrophedon ;49;58;2842;1591;1464;98;29;93.73;97.19;67.03
339;Varredura ;54;49;2646;1484;1356;100;28;93.13;97.37;64.18
425;Boustrophedon ;60;59;3540;1862;1700;130;32;92.9;97.45;58.5
382;Varredura ;54;57;3078;1671;1528;113;30;93.11;97.11;59.2
329;Boustrophedon ;52;49;2548;1451;1316;110;25;92.29;96.48;64.09
341;Boustrophedon ;58;60;3480;1507;1364;103;40;92.98;97.71;59.65
335;Varredura ;55;51;2805;1453;1340;90;23;93.71;98.49;63.46
235;Boustrophedon ;50;47;2350;1043;940;75;28;92.61;96.67;62.69
265;Espiral Crescente ;48;46;2208;1162;1060;82;20;92.82;98.34;56.57
258;Varredura ;56;49;2744;1137;1032;84;21;92.47;98.22;62.76
294;Varredura ;50;51;2550;1313;1176;105;32;91.8;97.29;60.79
333;Boustrophedon ;49;48;2352;1447;1332;99;16;93.08;98.34;60.58
301;Varredura ;56;49;2744;1312;1204;87;21;93.26;97.83;66.4
302;Boustrophedon ;51;53;2703;1328;1208;93;27;92.85;98.67;61.03
411;Varredura ;57;56;3192;1790;1644;114;32;93.52;97.3;61.4
322;Boustrophedon ;63;54;3402;1453;1288;129;36;90.9;97.66;59.12
275;Boustrophedon ;54;50;2700;1226;1100;100;26;91.67;97.12;61.26
285;Boustrophedon ;52;59;3068;1281;1140;95;46;92.31;97.63;62.18
278;Boustrophedon ;59;50;2950;1242;1112;92;38;92.36;97.53;60.59
403;Espiral Decrescente ;59;60;3540;1795;1612;157;26;91.12;95.4;67.59
326;Espiral Decrescente ;51;54;2754;1456;1304;116;36;91.83;95.32;67.55
276;Espiral Decrescente ;54;54;2916;1233;1104;97;32;91.92;95.75;67.29
333;Espiral Crescente ;46;53;2438;1450;1332;91;27;93.61;98.21;56.56
454;Boustrophedon ;60;58;3480;1988;1816;136;36;93.03;97.24;60.62
276;Varredura ;59;52;3068;1253;1104;114;35;90.64;97.75;60.12
416;Espiral Crescente ;63;59;3717;1847;1664;133;50;92.6;98.28;53.27
278;Boustrophedon ;57;47;2679;1231;1112;91;28;92.44;98.14;61.89
434;Espiral Crescente ;63;50;3150;1899;1736;130;33;93.03;98.75;51.19
403;Boustrophedon ;63;54;3402;1786;1612;136;38;92.22;97.8;57.49
309;Boustrophedon ;54;46;2484;1344;1236;89;19;93.28;97.45;62.02
220;Varredura ;43;52;2236;997;880;96;21;90.16;97.73;59.68
294;Espiral Crescente ;49;51;2499;1274;1176;77;21;93.85;98.68;61.29
379;Varredura ;53;58;3074;1689;1516;137;36;91.71;97.57;57.7
326;Espiral Crescente ;56;55;3080;1454;1304;119;31;91.64;98.21;54.26
198;Boustrophedon ;42;43;1806;879;792;66;21;92.31;98.68;60.2
279;Boustrophedon ;61;46;2806;1239;1116;90;33;92.54;98.11;55.56
239;Boustrophedon ;47;60;2820;1066;956;79;31;92.37;97.96;60.26
322;Varredura ;49;55;2695;1402;1288;89;25;93.54;97.94;62.34
285;Varredura ;52;52;2704;1294;1140;125;29;90.12;96.7;62.35
345;Varredura ;54;50;2700;1516;1380;107;29;92.8;97.51;61.11
307;Boustrophedon ;53;48;2544;1344;1228;84;32;93.6;97.9;62.8
400;Varredura ;48;55;2640;1705;1600;88;17;94.79;99.24;63.57
265;Boustrophedon ;53;49;2597;1185;1060;94;31;91.85;96.86;58.7
293;Boustrophedon ;51;48;2448;1288;1172;91;25;92.79;96.79;64.35
253;Boustrophedon ;40;48;1920;1128;1012;84;32;92.34;97.51;54.85
323;Varredura ;55;48;2640;1405;1292;93;20;93.29;97.68;64.61
408;Espiral Crescente ;58;55;3190;1774;1632;112;30;93.58;98.7;47.19
339;Varredura ;56;58;3248;1492;1356;103;33;92.94;97.09;60.47
308;Boustrophedon ;61;39;2379;1336;1232;79;25;93.97;98.0;64.96
315;Varredura ;56;50;2800;1388;1260;98;30;92.78;97.95;60.53
491;Varredura ;56;60;3360;2116;1964;111;41;94.65;99.21;60.34
332;Boustrophedon ;56;47;2632;1475;1328;110;37;92.35;97.16;59.06
345;Espiral Crescente ;53;59;3127;1547;1380;135;32;91.09;98.12;55.14
298;Espiral Decrescente ;49;53;2597;1312;1192;100;20;92.26;96.02;69.65
322;Boustrophedon ;52;52;2704;1415;1288;100;27;92.8;98.57;62.37
271;Varredura ;43;55;2365;1203;1084;96;23;91.86;97.45;63.6
256;Espiral Crescente ;43;60;2580;1118;1024;77;17;93.01;98.56;62.67
298;Varredura ;54;53;2862;1356;1192;136;28;89.76;96.57;58.17
394;Boustrophedon ;55;60;3300;1750;1576;139;35;91.9;97.31;59.76
287;Espiral Crescente ;55;49;2695;1251;1148;76;27;93.79;99.32;55.14
276;Espiral Crescente ;61;43;2623;1216;1104;98;14;91.85;97.85;61.76
507;Varredura ;52;54;2808;2099;2028;52;19;97.5;99.84;69.91
236;Boustrophedon ;44;48;2112;1041;944;82;15;92.01;98.67;59.43
323;Espiral Decrescente ;48;59;2832;1433;1292;109;32;92.22;97.51;63.19
329;Boustrophedon ;51;46;2346;1444;1316;99;29;93.0;98.09;56.43
285;Boustrophedon ;48;49;2352;1245;1140;77;28;93.67;97.77;61.5
340;Boustrophedon ;60;53;3180;1498;1360;97;41;93.34;98.51;58.62
348;Boustrophedon ;60;55;3300;1542;1392;112;38;92.55;97.26;61.72
576;Varredura ;63;53;3339;2378;2304;55;19;97.67;99.77;70.0
320;Boustrophedon ;47;47;2209;1387;1280;89;18;93.5;97.94;62.95
250;Boustrophedon ;48;55;2640;1126;1000;101;25;90.83;95.87;64.71
286;Varredura ;60;51;3060;1280;1144;109;27;91.3;96.89;62.9
346;Boustrophedon ;55;55;3025;1500;1384;102;14;93.14;97.48;63.48
279;Boustrophedon ;57;45;2565;1232;1116;92;24;92.38;98.26;61.18
255;Boustrophedon ;41;55;2255;1133;1020;92;21;91.73;96.71;62.44
223;Varredura ;45;54;2430;1034;892;111;31;88.93;96.5;60.14
322;Espiral Crescente ;50;54;2700;1413;1288;92;33;93.33;98.71;56.69
631;Boustrophedon ;63;63;3969;2658;2524;103;31;96.08;99.43;66.39
601;Boustrophedon ;63;63;3969;2526;2404;103;19;95.89;98.75;68.03
347;Espiral Crescente ;53;48;2544;1510;1388;100;22;93.28;98.36;56.47
351;Boustrophedon ;53;57;3021;1538;1404;105;29;93.04;97.4;62.45
374;Varredura ;54;53;2862;1639;1496;107;36;93.33;97.95;57.88
298;Boustrophedon ;49;51;2499;1321;1192;90;39;92.98;97.24;63.1
425;Espiral Decrescente ;59;60;3540;1824;1700;100;24;94.44;97.67;72.45
359;Espiral Decrescente ;56;54;3024;1584;1436;115;33;92.59;96.34;66.22
357;Boustrophedon ;54;61;3294;1557;1428;109;20;92.91;96.7;69.37
435;Boustrophedon ;58;63;3654;1887;1740;114;33;93.85;98.08;57.35
261;Espiral Crescente ;39;51;1989;1135;1044;76;15;93.21;98.43;57.06
358;Boustrophedon ;52;56;2912;1583;1432;113;38;92.69;97.53;63.3
358;Boustrophedon ;55;61;3355;1564;1432;104;28;93.23;97.49;60.4
288;Boustrophedon ;46;54;2484;1287;1152;109;26;91.36;97.68;55.78
247;Boustrophedon ;56;39;2184;1090;988;70;32;93.38;97.6;62.5
317;Varredura ;57;56;3192;1423;1268;116;39;91.62;96.51;58.48
277;Varredura ;48;43;2064;1213;1108;80;25;93.27;96.92;64.25
346;Boustrophedon ;54;52;2808;1518;1384;101;33;93.2;97.92;60.0
312;Boustrophedon ;54;52;2808;1355;1248;80;27;93.98;98.13;62.93
335;Espiral Crescente ;51;55;2805;1504;1340;121;43;91.72;98.58;52.58
358;Boustrophedon ;56;60;3360;1566;1432;106;28;93.11;97.45;62.59
337;Boustrophedon ;58;61;3538;1496;1348;108;40;92.58;98.51;54.39
361;Boustrophedon ;53;59;3127;1576;1444;99;33;93.58;97.9;64.04
344;Boustrophedon ;57;57;3249;1495;1376;93;26;93.67;97.7;61.7
348;Boustrophedon ;55;63;3465;1547;1392;122;33;91.94;97.44;58.59
294;Boustrophedon ;56;55;3080;1309;1176;100;33;92.16;98.17;57.62
521;Varredura ;58;53;3074;2195;2084;83;28;96.17;99.48;64.56
348;Boustrophedon ;56;49;2744;1525;1392;105;28;92.99;97.22;62.88
255;Boustrophedon ;48;47;2256;1113;1020;72;21;93.41;97.9;64.42
268;Boustrophedon ;52;52;2704;1173;1072;78;23;93.22;98.3;63.52
243;Varredura ;50;44;2200;1105;972;103;30;90.42;96.02;56.64
315;Varredura ;57;47;2679;1405;1260;101;44;92.58;97.82;60.33
355;Boustrophedon ;56;55;3080;1516;1420;71;25;95.24;98.13;68.83
252;Boustrophedon ;48;47;2256;1111;1008;89;14;91.89;97.07;65.62
277;Boustrophedon ;44;51;2244;1222;1108;95;19;92.1;95.98;63.86
175;Varredura ;45;30;1350;798;700;75;23;90.32;96.72;58.51
342;Boustrophedon ;55;51;2805;1517;1368;120;29;91.94;96.65;59.47
380;Espiral Crescente ;49;63;3087;1669;1520;120;29;92.68;98.5;51.7
313;Boustrophedon ;45;62;2790;1384;1252;98;34;92.74;97.4;61.42
369;Boustrophedon ;58;55;3190;1610;1476;105;29;93.36;97.93;58.75
345;Boustrophedon ;46;49;2254;1484;1380;84;20;94.26;97.97;61.95
319;Boustrophedon ;41;57;2337;1390;1276;89;25;93.48;97.48;64.73
322;Espiral Crescente ;48;61;2928;1416;1288;92;36;93.33;98.63;55.56
400;Varredura ;53;55;2915;1750;1600;115;35;93.29;97.12;63.14
254;Boustrophedon ;58;44;2552;1136;1016;98;22;91.2;97.32;60.0
305;Boustrophedon ;55;44;2420;1327;1220;80;27;93.85;97.92;68.52
391;Boustrophedon ;62;54;3348;1690;1564;89;37;94.62;97.97;63.26
549;Varredura ;58;59;3422;2317;2196;100;21;95.64;99.05;67.72
405;Boustrophedon ;63;57;3591;1743;1620;97;26;94.35;98.9;63.1
205;Boustrophedon ;37;53;1961;919;820;82;17;90.91;96.89;63.51
285;Espiral Crescente ;48;60;2880;1254;1140;93;21;92.46;98.15;58.52
349;Varredura ;54;56;3024;1549;1396;116;37;92.33;97.64;61.01
258;Boustrophedon ;44;52;2288;1139;1032;88;19;92.14;98.48;57.73
556;Varredura ;62;51;3162;2320;2224;82;14;96.44;99.41;70.11
341;Boustrophedon ;60;45;2700;1501;1364;94;43;93.55;96.49;62.35
189;Varredura ;40;41;1640;842;756;66;20;91.97;97.79;56.71
329;Boustrophedon ;52;55;2860;1433;1316;90;27;93.6;97.68;60.62
366;Boustrophedon ;51;55;2805;1599;1464;115;20;92.72;97.33;60.56
306;Boustrophedon ;63;42;2646;1332;1224;92;16;93.01;97.38;69.81
253;Espiral Crescente ;47;42;1974;1097;1012;71;14;93.44;97.83;63.07
265;Varredura ;52;55;2860;1199;1060;99;40;91.46;95.27;66.9
316;Boustrophedon ;47;60;2820;1381;1264;92;25;93.22;98.02;57.27
336;Boustrophedon ;60;52;3120;1501;1344;130;27;91.18;96.96;61.59
315;Boustrophedon ;60;48;2880;1395;1260;105;30;92.31;97.91;61.64
332;Boustrophedon ;51;52;2652;1482;1328;115;39;92.03;96.83;59.3
439;Varredura ;53;55;2915;1855;1756;68;31;96.27;99.38;64.26
343;Varredura ;47;56;2632;1490;1372;94;24;93.59;98.23;61.13
598;Varredura ;63;63;3969;2473;2392;63;18;97.43;99.73;73.5
264;Varredura ;54;50;2700;1167;1056;84;27;92.63;97.84;62.08
300;Espiral Crescente ;59;54;3186;1364;1200;127;37;90.43;97.17;56.07
289;Boustrophedon ;55;40;2200;1263;1156;82;25;93.38;98.27;60.27
301;Boustrophedon ;56;47;2632;1328;1204;94;30;92.76;98.02;61.71
363;Varredura ;42;63;2646;1589;1452;117;20;92.54;97.75;58.2
323;Espiral Crescente ;56;45;2520;1432;1292;105;35;92.48;98.7;54.55
360;Varredura ;55;63;3465;1642;1440;152;50;90.45;96.62;56.79
421;Varredura ;57;50;2850;1801;1684;96;21;94.61;98.51;64.12
408;Boustrophedon ;59;56;3304;1801;1632;141;28;92.05;98.04;56.66
360;Boustrophedon ;49;53;2597;1573;1440;111;22;92.84;97.9;56.07
319;Boustrophedon ;57;57;3249;1416;1276;100;40;92.73;98.35;62.46
391;Espiral Crescente ;60;56;3360;1710;1564;112;34;93.32;98.68;63.22
312;Boustrophedon ;45;54;2430;1378;1248;108;22;92.04;97.72;56.3
320;Boustrophedon ;59;44;2596;1406;1280;96;30;93.02;97.01;61.44
264;Varredura ;54;54;2916;1188;1056;96;36;91.67;95.84;65.69
371;Espiral Crescente ;55;57;3135;1618;1484;107;27;93.27;98.0;59.77
333;Boustrophedon ;57;44;2508;1442;1332;86;24;93.94;98.43;60.43
294;Boustrophedon ;47;54;2538;1316;1176;112;28;91.3;98.12;60.07
317;Varredura ;50;54;2700;1389;1268;94;27;93.1;97.02;65.06
302;Boustrophedon ;61;58;3538;1323;1208;91;24;92.99;98.46;65.14
277;Varredura ;51;43;2193;1209;1108;82;19;93.11;97.94;65.82
360;Varredura ;56;60;3360;1603;1440;126;37;91.95;97.69;56.11
300;Boustrophedon ;50;47;2350;1315;1200;86;29;93.31;97.87;60.52
308;Boustrophedon ;53;51;2703;1363;1232;92;39;93.05;98.44;58.39
306;Boustrophedon ;49;52;2548;1332;1224;83;25;93.65;97.48;63.64
342;Varredura ;49;59;2891;1498;1368;87;43;94.02;98.77;58.03
366;Boustrophedon ;50;52;2600;1598;1464;95;39;93.91;98.02;61.7
324;Boustrophedon ;46;58;2668;1393;1296;71;26;94.81;98.2;66.67
416;Espiral Crescente ;61;62;3782;1836;1664;129;43;92.81;98.71;57.73
330;Boustrophedon ;57;60;3420;1473;1320;110;43;92.31;97.13;66.11
384;Boustrophedon ;61;57;3477;1687;1536;126;25;92.42;97.48;60.81
370;Espiral Crescente ;59;55;3245;1597;1480;90;27;94.27;98.08;62.86
348;Boustrophedon ;51;55;2805;1509;1392;92;25;93.8;97.64;63.29
218;Boustrophedon ;46;38;1748;966;872;72;22;92.37;96.46;62.5
664;Varredura ;63;63;3969;2756;2656;82;18;97.01;99.6;66.91
283;Boustrophedon ;41;50;2050;1236;1132;76;28;93.71;97.55;63.08
248;Varredura ;48;56;2688;1107;992;92;23;91.51;96.53;64.88
314;Boustrophedon ;63;43;2709;1406;1256;111;39;91.88;97.25;62.03
262;Espiral Crescente ;52;40;2080;1162;1048;80;34;92.91;98.46;47.62
297;Espiral Crescente ;50;52;2600;1330;1188;113;29;91.31;98.09;57.04
274;Boustrophedon ;47;49;2303;1197;1096;87;14;92.65;96.81;69.03
310;Boustrophedon ;45;63;2835;1369;1240;101;28;92.47;98.43;60.56
309;Boustrophedon ;49;54;2646;1343;1236;88;19;93.35;98.04;61.54
620;Varredura ;61;63;3843;2581;2480;66;35;97.41;99.61;68.49
399;Boustrophedon ;54;60;3240;1754;1596;128;30;92.58;96.68;60.51
380;Boustrophedon ;58;54;3132;1639;1520;98;21;93.94;97.91;64.0
395;Varredura ;53;57;3021;1749;1580;135;34;92.13;97.04;61.63
389;Boustrophedon ;55;53;2915;1690;1556;104;30;93.73;98.63;62.3
296;Boustrophedon ;54;46;2484;1298;1184;94;20;92.64;97.1;63.76
354;Boustrophedon ;54;45;2430;1573;1416;119;38;92.25;98.2;54.42
243;Boustrophedon ;53;44;2332;1091;972;81;38;92.31;96.76;64.2
494;Varredura ;61;53;3233;2063;1976;67;20;96.72;99.78;69.82
431;Boustrophedon ;60;58;3480;1865;1724;118;23;93.59;97.97;62.28
246;Boustrophedon ;54;41;2214;1083;984;74;25;93.01;96.9;66.04
348;Boustrophedon ;61;53;3233;1568;1392;122;54;91.94;97.23;58.11
537;Varredura ;52;51;2652;2219;2148;54;17;97.55;99.55;72.44
253;Varredura ;44;43;1892;1107;1012;73;22;93.27;98.33;61.9
411;Boustrophedon ;60;52;3120;1769;1644;112;13;93.62;97.28;68.06
424;Boustrophedon ;63;52;3276;1818;1696;102;20;94.33;98.4;62.11
275;Varredura ;44;51;2244;1210;1100;82;28;93.06;98.45;60.58
244;Boustrophedon ;46;48;2208;1073;976;77;20;92.69;97.24;64.04
366;Boustrophedon ;60;55;3300;1589;1464;92;33;94.09;98.12;61.54
331;Espiral Crescente ;48;63;3024;1519;1324;152;43;89.7;97.06;55.4
375;Boustrophedon ;59;55;3245;1644;1500;112;32;93.05;97.33;63.76
399;Boustrophedon ;45;63;2835;1721;1596;99;26;94.16;97.61;64.98
366;Varredura ;63;57;3591;1620;1464;126;30;92.08;96.27;67.57
298;Boustrophedon ;51;44;2244;1301;1192;90;19;92.98;96.71;64.9
216;Varredura ;44;61;2684;984;864;89;31;90.66;96.11;61.76
403;Varredura ;56;55;3080;1734;1612;93;29;94.55;97.94;66.67
395;Varredura ;59;63;3717;1749;1580;134;35;92.18;98.02;58.28
249;Espiral Crescente ;39;50;1950;1099;996;81;22;92.48;98.42;58.41
455;Boustrophedon ;60;56;3360;1971;1820;113;38;94.15;98.27;59.06
305;Varredura ;47;47;2209;1338;1220;88;30;93.27;98.09;59.24
330;Boustrophedon ;54;51;2754;1413;1320;72;21;94.83;98.63;68.18
390;Varredura ;55;58;3190;1706;1560;120;26;92.86;98.27;61.76
332;Boustrophedon ;51;57;2907;1441;1328;92;21;93.52;96.86;67.25
352;Boustrophedon ;57;55;3135;1555;1408;107;40;92.94;97.39;60.55
335;Espiral Decrescente ;48;57;2736;1478;1340;104;34;92.8;96.35;65.69
329;Varredura ;57;40;2280;1462;1316;113;33;92.09;96.24;58.33
363;Varredura ;57;63;3591;1632;1452;132;48;91.67;98.05;61.1
293;Boustrophedon ;58;39;2262;1267;1172;75;20;93.99;97.66;64.65
179;Varredura ;50;42;2100;821;716;84;21;89.5;96.66;61.71
347;Varredura ;46;52;2392;1491;1388;77;26;94.74;98.67;60.19
234;Boustrophedon ;40;51;2040;1047;936;79;32;92.22;97.6;57.48
288;Boustrophedon ;62;41;2542;1285;1152;91;42;92.68;98.22;58.33
318;Boustrophedon ;58;49;2842;1395;1272;103;20;92.51;98.01;65.41
514;Varredura ;62;57;3534;2186;2056;101;29;95.32;98.88;64.5
387;Boustrophedon ;46;57;2622;1660;1548;92;20;94.39;98.1;64.29
315;Boustrophedon ;52;52;2704;1382;1260;100;22;92.65;98.19;63.31
263;Varredura ;50;56;2800;1177;1052;87;38;92.36;97.87;56.25
345;Boustrophedon ;56;54;3024;1519;1380;108;31;92.74;97.42;61.65
308;Espiral Crescente ;56;49;2744;1401;1232;127;42;90.65;97.18;54.0
350;Varredura ;54;63;3402;1521;1400;107;14;92.9;97.94;63.6
331;Boustrophedon ;55;50;2750;1471;1324;109;38;92.39;97.41;57.66
290;Boustrophedon ;49;51;2499;1295;1160;109;26;91.41;96.94;63.25
306;Boustrophedon ;48;60;2880;1353;1224;96;33;92.73;96.91;66.2
254;Varredura ;51;48;2448;1147;1016;102;29;90.88;96.42;56.25
320;Boustrophedon ;55;54;2970;1401;1280;99;22;92.82;98.07;62.07
343;Boustrophedon ;56;49;2744;1469;1372;76;21;94.75;97.97;69.62
297;Boustrophedon ;50;48;2400;1312;1188;99;25;92.31;97.0;62.3
299;Varredura ;48;48;2304;1301;1196;81;24;93.66;98.78;61.51
488;Boustrophedon ;63;52;3276;2047;1952;78;17;96.16;99.32;70.88
223;Boustrophedon ;41;43;1763;977;892;62;23;93.5;98.6;61.05
380;Espiral Decrescente ;50;63;3150;1630;1520;94;16;94.18;97.31;71.15
248;Boustrophedon ;41;44;1804;1065;992;57;16;94.57;97.97;68.93
461;Varredura ;52;62;3224;1955;1844;88;23;95.45;98.82;65.0
290;Varredura ;50;56;2800;1307;1160;111;36;91.27;96.66;61.03
254;Espiral Crescente ;47;57;2679;1149;1016;108;25;90.39;97.56;55.06
290;Espiral Crescente ;56;51;2856;1284;1160;100;24;92.06;98.74;56.64
398;Boustrophedon ;60;52;3120;1728;1592;112;24;93.43;97.0;68.26
349;Boustrophedon ;59;46;2714;1560;1396;138;26;91.0;96.5;63.33
399;Boustrophedon ;58;60;3480;1734;1596;107;31;93.72;98.19;67.71
351;Espiral Crescente ;63;54;3402;1547;1404;100;43;93.35;98.04;56.93
304;Boustrophedon ;47;58;2726;1362;1216;118;28;91.15;96.85;64.24
381;Boustrophedon ;50;58;2900;1655;1524;108;23;93.38;97.83;63.27
361;Espiral Decrescente ;63;49;3087;1569;1444;97;28;93.71;97.07;68.25
370;Varredura ;53;58;3074;1596;1480;81;35;94.81;98.79;64.16
370;Boustrophedon ;54;55;2970;1620;1480;95;45;93.97;98.42;59.66
278;Boustrophedon ;52;44;2288;1262;1112;118;32;90.41;96.19;61.03
177;Varredura ;34;48;1632;799;708;77;14;90.19;97.22;60.64
348;Boustrophedon ;59;56;3304;1545;1392;120;33;92.06;97.55;61.68
237;Boustrophedon ;43;47;2021;1066;948;92;26;91.15;97.25;63.91
307;Boustrophedon ;58;51;2958;1358;1228;101;29;92.4;97.53;60.84
407;Espiral Crescente ;58;60;3480;1775;1628;118;29;93.24;98.53;55.04
288;Boustrophedon ;49;57;2793;1278;1152;101;25;91.94;97.03;64.04
331;Boustrophedon ;60;58;3480;1440;1324;93;23;93.44;97.6;62.5
315;Boustrophedon ;52;56;2912;1380;1260;92;28;93.2;97.58;64.5
239;Varredura ;52;49;2548;1097;956;97;44;90.79;96.9;55.43
158;Boustrophedon ;44;39;1716;721;632;63;26;90.94;96.89;58.86
291;Boustrophedon ;48;57;2736;1293;1164;94;35;92.53;97.63;62.37
261;Varredura ;46;49;2254;1148;1044;82;22;92.72;98.7;58.56
270;Varredura ;52;60;3120;1202;1080;99;23;91.6;98.52;57.98
465;Boustrophedon ;55;63;3465;2016;1860;106;50;94.61;98.34;60.86
254;Boustrophedon ;46;52;2392;1159;1016;114;29;89.91;96.4;62.54
384;Boustrophedon ;59;57;3363;1683;1536;121;26;92.7;97.5;60.56
249;Espiral Crescente ;39;56;2184;1127;996;103;28;90.63;97.32;59.85
350;Boustrophedon ;52;58;3016;1511;1400;85;26;94.28;98.19;63.49
314;Espiral Decrescente ;53;54;2862;1391;1256;102;33;92.49;96.65;65.85
409;Boustrophedon ;61;48;2928;1736;1636;81;19;95.28;98.2;69.2
349;Varredura ;58;61;3538;1571;1396;134;41;91.24;96.7;59.02
399;Boustrophedon ;63;46;2898;1719;1596;97;26;94.27;97.71;67.63
368;Varredura ;53;54;2862;1601;1472;96;33;93.88;98.65;58.74
296;Espiral Crescente ;57;51;2907;1315;1184;98;33;92.36;97.84;57.14
310;Boustrophedon ;55;56;3080;1394;1240;110;44;91.85;96.4;63.14
279;Espiral Crescente ;52;48;2496;1242;1116;97;29;92.0;98.53;61.38
375;Espiral Crescente ;63;46;2898;1635;1500;113;22;92.99;98.45;59.57
300;Boustrophedon ;48;49;2352;1318;1200;96;22;92.59;96.22;63.11
511;Varredura ;54;63;3402;2139;2044;71;24;96.64;99.1;68.42
265;Boustrophedon ;44;44;1936;1144;1060;65;19;94.22;98.14;62.92
355;Espiral Crescente ;53;59;3127;1547;1420;104;23;93.18;98.41;52.89
247;Boustrophedon ;48;54;2592;1081;988;72;21;93.21;98.12;66.38
401;Boustrophedon ;58;60;3480;1789;1604;151;34;91.4;96.47;57.64
434;Espiral Crescente ;59;60;3540;1911;1736;129;46;93.08;98.02;51.36
304;Espiral Crescente ;45;63;2835;1346;1216;102;28;92.26;98.19;54.36
373;Varredura ;58;52;3016;1636;1492;114;30;92.9;98.07;58.74
290;Espiral Crescente ;49;54;2646;1279;1160;91;28;92.73;98.17;58.16
328;Varredura ;57;44;2508;1440;1312;100;28;92.92;97.36;57.89
382;Boustrophedon ;60;56;3360;1652;1528;98;26;93.97;97.69;65.41
295;Boustrophedon ;48;55;2640;1289;1180;89;20;92.99;96.98;66.23
325;Boustrophedon ;52;61;3172;1480;1300;143;37;90.09;97.78;56.09
322;Varredura ;61;63;3843;1461;1288;124;49;91.22;97.47;59.27
341;Boustrophedon ;51;52;2652;1514;1364;116;34;92.16;97.89;62.01
316;Varredura ;56;54;3024;1388;1264;94;30;93.08;97.61;62.11
